FacespaceMale1CaricLevel2.5FaceUpright.png,FacespaceMale2CaricLevel2.5FaceUpright.png,FacespaceMale3CaricLevel2.5FaceUpright.png,FacespaceMale4CaricLevel2.5FaceUpright.png,FacespaceMale5CaricLevel2.5FaceUpright.png,FacespaceMale6CaricLevel2.5FaceUpright.png,FacespaceMale7CaricLevel2.5FaceUpright.png,FacespaceMale8CaricLevel2.5FaceUpright.png,FacespaceMale9CaricLevel2.5FaceUpright.png,FacespaceMale10CaricLevel2.5FaceUpright.png
FacespaceFemale1CaricLevel5.5FaceUpright.png,FacespaceFemale2CaricLevel5.5FaceUpright.png,FacespaceFemale3CaricLevel5.5FaceUpright.png,FacespaceFemale4CaricLevel5.5FaceUpright.png,FacespaceFemale5CaricLevel5.5FaceUpright.png,FacespaceFemale6CaricLevel5.5FaceUpright.png,FacespaceFemale7CaricLevel5.5FaceUpright.png,FacespaceFemale8CaricLevel5.5FaceUpright.png,FacespaceFemale9CaricLevel5.5FaceUpright.png,FacespaceFemale10CaricLevel5.5FaceUpright.png
FacespaceMale1CaricLevel1FaceUpright.png,FacespaceMale2CaricLevel1FaceUpright.png,FacespaceMale3CaricLevel1FaceUpright.png,FacespaceMale4CaricLevel1FaceUpright.png,FacespaceMale5CaricLevel1FaceUpright.png,FacespaceMale6CaricLevel1FaceUpright.png,FacespaceMale7CaricLevel1FaceUpright.png,FacespaceMale8CaricLevel1FaceUpright.png,FacespaceMale9CaricLevel1FaceUpright.png,FacespaceMale10CaricLevel1FaceUpright.png
FacespaceFemale1CaricLevel4FaceUpright.png,FacespaceFemale2CaricLevel4FaceUpright.png,FacespaceFemale3CaricLevel4FaceUpright.png,FacespaceFemale4CaricLevel4FaceUpright.png,FacespaceFemale5CaricLevel4FaceUpright.png,FacespaceFemale6CaricLevel4FaceUpright.png,FacespaceFemale7CaricLevel4FaceUpright.png,FacespaceFemale8CaricLevel4FaceUpright.png,FacespaceFemale9CaricLevel4FaceUpright.png,FacespaceFemale10CaricLevel4FaceUpright.png
FacespaceFemale1CaricLevel5.5FaceInverted.png,FacespaceFemale2CaricLevel5.5FaceInverted.png,FacespaceFemale3CaricLevel5.5FaceInverted.png,FacespaceFemale4CaricLevel5.5FaceInverted.png,FacespaceFemale5CaricLevel5.5FaceInverted.png,FacespaceFemale6CaricLevel5.5FaceInverted.png,FacespaceFemale7CaricLevel5.5FaceInverted.png,FacespaceFemale8CaricLevel5.5FaceInverted.png,FacespaceFemale9CaricLevel5.5FaceInverted.png,FacespaceFemale10CaricLevel5.5FaceInverted.png
FacespaceMale1CaricLevel1FaceInverted.png,FacespaceMale2CaricLevel1FaceInverted.png,FacespaceMale3CaricLevel1FaceInverted.png,FacespaceMale4CaricLevel1FaceInverted.png,FacespaceMale5CaricLevel1FaceInverted.png,FacespaceMale6CaricLevel1FaceInverted.png,FacespaceMale7CaricLevel1FaceInverted.png,FacespaceMale8CaricLevel1FaceInverted.png,FacespaceMale9CaricLevel1FaceInverted.png,FacespaceMale10CaricLevel1FaceInverted.png
FacespaceMale1CaricLevel5.5FaceUpright.png,FacespaceMale2CaricLevel5.5FaceUpright.png,FacespaceMale3CaricLevel5.5FaceUpright.png,FacespaceMale4CaricLevel5.5FaceUpright.png,FacespaceMale5CaricLevel5.5FaceUpright.png,FacespaceMale6CaricLevel5.5FaceUpright.png,FacespaceMale7CaricLevel5.5FaceUpright.png,FacespaceMale8CaricLevel5.5FaceUpright.png,FacespaceMale9CaricLevel5.5FaceUpright.png,FacespaceMale10CaricLevel5.5FaceUpright.png
FacespaceFemale1CaricLevel1FaceUpright.png,FacespaceFemale2CaricLevel1FaceUpright.png,FacespaceFemale3CaricLevel1FaceUpright.png,FacespaceFemale4CaricLevel1FaceUpright.png,FacespaceFemale5CaricLevel1FaceUpright.png,FacespaceFemale6CaricLevel1FaceUpright.png,FacespaceFemale7CaricLevel1FaceUpright.png,FacespaceFemale8CaricLevel1FaceUpright.png,FacespaceFemale9CaricLevel1FaceUpright.png,FacespaceFemale10CaricLevel1FaceUpright.png
FacespaceFemale1CaricLevel2.5FaceUpright.png,FacespaceFemale2CaricLevel2.5FaceUpright.png,FacespaceFemale3CaricLevel2.5FaceUpright.png,FacespaceFemale4CaricLevel2.5FaceUpright.png,FacespaceFemale5CaricLevel2.5FaceUpright.png,FacespaceFemale6CaricLevel2.5FaceUpright.png,FacespaceFemale7CaricLevel2.5FaceUpright.png,FacespaceFemale8CaricLevel2.5FaceUpright.png,FacespaceFemale9CaricLevel2.5FaceUpright.png,FacespaceFemale10CaricLevel2.5FaceUpright.png
FacespaceMale1CaricLevel5.5FaceInverted.png,FacespaceMale2CaricLevel5.5FaceInverted.png,FacespaceMale3CaricLevel5.5FaceInverted.png,FacespaceMale4CaricLevel5.5FaceInverted.png,FacespaceMale5CaricLevel5.5FaceInverted.png,FacespaceMale6CaricLevel5.5FaceInverted.png,FacespaceMale7CaricLevel5.5FaceInverted.png,FacespaceMale8CaricLevel5.5FaceInverted.png,FacespaceMale9CaricLevel5.5FaceInverted.png,FacespaceMale10CaricLevel5.5FaceInverted.png
FacespaceFemale1CaricLevel1FaceInverted.png,FacespaceFemale2CaricLevel1FaceInverted.png,FacespaceFemale3CaricLevel1FaceInverted.png,FacespaceFemale4CaricLevel1FaceInverted.png,FacespaceFemale5CaricLevel1FaceInverted.png,FacespaceFemale6CaricLevel1FaceInverted.png,FacespaceFemale7CaricLevel1FaceInverted.png,FacespaceFemale8CaricLevel1FaceInverted.png,FacespaceFemale9CaricLevel1FaceInverted.png,FacespaceFemale10CaricLevel1FaceInverted.png
FacespaceMale1CaricLevel4FaceUpright.png,FacespaceMale2CaricLevel4FaceUpright.png,FacespaceMale3CaricLevel4FaceUpright.png,FacespaceMale4CaricLevel4FaceUpright.png,FacespaceMale5CaricLevel4FaceUpright.png,FacespaceMale6CaricLevel4FaceUpright.png,FacespaceMale7CaricLevel4FaceUpright.png,FacespaceMale8CaricLevel4FaceUpright.png,FacespaceMale9CaricLevel4FaceUpright.png,FacespaceMale10CaricLevel4FaceUpright.png